"city","description","neighbourhood_cleansed"
"Melbourne","Relax and feel at home in this comfortable double storey townhouse. Enjoy the spacious and light filled rooms, lush gardens, outdoor deck and parkland. The home is located in the Edgewater Estate which is a 10-15 min walk along the river walking trail to Flemington Racecourse and Melbourne Showgrounds and a 5 min walk to the local cafes.  Stops for the bus, tram & train are close (5-10 min walk) to take you to Highpoint Shopping Centre (2km), Melbourne CBD (6km) or the Australian Open (10km).","Maribyrnong"
"Melbourne","Rivergarden Apt is close to many of Melbourne's attractions - walking distance to the Casino, Exhibition Buildings, Convention Centre, public transport, Mkts, DFO, Cinemas, & Food Courts.  There is a Supermarket/Bottle Shop on the corner.  Rivergarden has a cosy home away from home feel, it's very family friendly, really spacious and roomy with a great sized balcony overlooking the city, comfy beds and so close to everything.  Stylish new ensuite recently installed as well to make 2 bathrooms.","Melbourne"
"Melbourne","Unwind in this sunny, stylish 2-bedroom apartment just a short walk to Williamstown Beach, Pier, and the town’s best cafés. <br />Enjoy relaxing in a clean, comfortable space with a private balcony and all the essentials for a hassle-free stay. <br />Whether you're visiting family, exploring the coast, or heading into the city, this light-filled and well-equipped apartment is the ideal base for your Melbourne stay.","Hobsons Bay"
"Melbourne","Enjoy a luxuriously renovated Victorian in the heart of South Yarra! Situated in a fabulously convenient position just a short walk to the shops, cafes/restaurants of Chapel St and Toorak Rd, trams ride to the CBD, South Yarra train station, Prahran Market, to name a few. <br />The space offers abundant of light, soaring ceilings, arched hallways and timber floors. Free on-street parking and off-street parking with rear laneway access, king-size beds, fast internet, 65 inch Smart TV+ Netflix + more.","Stonnington"
"Melbourne","Step into your charming North-Facing Suburb Retreat in Maribyrnong! This delightful three-bedroom house offers the ideal home away from home getaway. Situated near vibrant shops and cafes, you&#039;ll be fully immersed in the eclectic atmosphere of Maribyrnong. Plus, with a playground conveniently located across the road, it&#039;s an excellent choice for families seeking fun and relaxation. Enjoy easy access to public transport options, including buses and trams, making exploring the city a bre","Maribyrnong"
"Melbourne","Luxury 2-Bedroom Apartment with Panoramic City Views in UNO Tower<br /><br />Stay high above Melbourne in this stylish 2-bedroom apartment on the 50th floor of the iconic UNO Tower. Located in the heart of the CBD, this urban retreat offers stunning city views, modern decor, and premium amenities. With cozy bedrooms, a fully equipped kitchen, and spacious living areas, this is the perfect base for your Melbourne stay.","Melbourne"
"Melbourne","Entire apartment in Docklands,<br />4 guest 2 bedrooms 3 beds 1 bath<br />Sweeping harbour views from lounge, bedroom and balcony<br />Free parking <br />Heated indoor Pool<br />Gym<br />The nearest tram stop right outside the apartment <br />Marvel Stadium 5 min walk<br />Southern cross station 10 min walk <br />The District 10 min Walk <br />MCG:Tram70 25 min<br />CBD: Tram86 15 min<br />Flinders Street Station Tram70  15 min<br />DFO South Wharf Tram70 13 min<br />Skybus (Airport Shuttle Bus) tram70 5 min<br />Rod laver Arena tram70  20 m","Melbourne"
"Melbourne","Luxury 2 bedroom apartment at stone throw distance from the F1 track, chapel street and quick tram to CBD<br /><br />This place would usually go for 4 times the current price. I just got this place so cannot fully furnish. Ideal for people looking to live in a luxury building at a discount. <br /><br />The apartment has all the basic facilities. The apartment has views of the lake, Albert Park and the F1 track. The building has a gym, residents lounge and free parking.<br /><br />It’s probably the best deal available for F1","Port Phillip"
"Melbourne","Welcome to stay at our Modern apartment with amazing views. Located at the most convenient area - Southern cross station. Only two minutes walk to train station, shopping centre and supermarkets. This Apartment is in the free tram zone, about 5 tram stops to Bourke Street mall. Bars and nightclubs are all in the walkable distance. Enjoy some Melbourne ’s fine restaurants cafes and night life. Southbank and casino is just 10 minutes walk away.","Melbourne"
"Melbourne","Enjoy our private room for 1 or 2 people with double bed and a personal sink. It features a clothing wardrobe and a window with curtains.<br /><br />Access to shared bathroom (daily cleaned), kitchen and living room.<br /><br />Click on ""show more""  for more details about our atmosphere and facilities.","Port Phillip"
"Melbourne","Centrally located 2 bedroom apt, 3 mins walk to Southern Cross Sky Bus Hub. Enjoy convenience with trams at yr doorstep in free tram zone. Walking distance to Marvel, MCEC etc Navigating the city has never been easier. <br /><br />The building has resort-style facilities with indoor  pool, tennis courts, gym, bbq area and concierge <br /><br />If you need extra  units of 2BR or 3BR apts in the same building, please  contact us if you hv more than 6 guests <br /><br />Custom promotions for long & short stay at City Point","Melbourne"
"Melbourne","Featured in popular lifestyle blog : Apartment Therapy. <br /><br />Gorgeous Art Deco features and green outlook.  Entry, spacious living and dining area, separate fully equipped kitchen, bedroom and bathroom.  Miele oven, Bosch induction cooktop, dishwasher, microwave, gas heating, washer/dryer and security entrance.   Underfloor heating in bathroom. Oak floorboards, stylish furnishings, and antiques collected for this Art Deco apartment.  Amazing location - walk to city, MCG, arenas.<br /><br />Relax and enjoy!","Melbourne"
"Melbourne","Perfectly located Victorian house in a quiet street in funky Abbotsford. Walking distance to fabulous cafes, bars, restaurants, farmers market, Yarra river trail, Abbotsford Convent arts hub, parks and public transport. Location is close to Melbourne CBD but with a neighbourhood feel. The house is light filled, extremely spacious and decorated with treasures we have collected on our travels. Would suit a couple or single traveller perfectly. Cot available for couples travelling with an infant.","Yarra"
"Melbourne","Private apartment suite that can be occupied by 2 people. Features 1 queen bed, an ensuite bathroom, complimentary towel hire, separated lounge, bedroom and patio areas, a TV, and a kitchenette equipped with a fridge, sink, microwave and tea/coffee facilities.","Melbourne"
"Melbourne","Perfectly located in the heart of Dandenong just minutes to plaza. Public transport, local shops cafes just few steps away, this home offers both comfort and convenience for families, business travelers or holidaymakers.<br /><br />Includes Three spacious bedrooms with comfortable beds, Clean modern bathroom with toilet and a separate toilet,Fully equipped kitchen with cookware and utensils, dining area, Stylish lounge with a smart TV,Free WiFi and cozy furnishing, a separate laundry. Free onsite parking.","Greater Dandenong"
"Melbourne","Located a 30 second walk to Gertrude and just 2 minutes from Brunswick & Smith street, our ground-floor apartment comes complete with a sunny courtyard perfect for the summer. Within the free tram zone to the CBD! Safe building & quiet neighborhood.","Yarra"
