"city","description","neighbourhood_cleansed"
"NYC","This beautiful apartment . 3 bedroom 2 bath, complete guest  privacy full private bathroom in master .This Sunny apartment on the 2 floor, beautiful hard wood floor.  Renovated kitchen .This Gem is fully furnish with all the amenities that you may need access to entire apartment , living dining. 2 bedrooms for guest 3 bedroom host occupies.","Astoria"
"NYC","Welcome to Your Chelsea Sanctuary!<br /><br />Experience the epitome of New York City living in this charming 3-bedroom, 1-bathroom apartment nestled in the vibrant neighborhood of Chelsea. From the moment you step inside, you'll be greeted by an atmosphere of sophisticated luxury and urban comfort.","Chelsea"
"NYC","This room has a full sized bed, tons of space to hang clothes and is the only room with a desk; incase you need to get some work done.","Lower East Side"
"NYC","Modern Luxury Apt with big rooms & lots of amenities, full modern kitchen that can host up to 8 people. Admire the crisp decor of the open-plan living space. Lots of good food options near by. Close to a shopping mall with super market. 15 mins to Coney Island & Boardwalk, 1 hr from Manhattan. Big groups of up to 32 people in the same location are welcomed with advanced reservations.","East New York"
"NYC","Discover urban living at its finest in this spacious 2-bedroom, 1.5-bathroom apartment, perfectly located in a premium NYC area. Situated just steps away from iconic landmarks like the Empire State Building and the lush greenery of Bryant Park, this residence offers unparalleled convenience and style.","Murray Hill"
"NYC","My apartment is a cozy gem in a luxury doorman building just a 10 minute walk from Grand Central! Surrounded by food-lovers restaurants, ambiance and all the romance of New York.<br /><br />Whether you are a traveling executive, a romantic duet or a small family this cozy midtown sanctuary is the perfect escape from the busy streets of NYC. Professionally managed by Happy Host, you will be assured a smooth check in and spotless apartment.","Murray Hill"
"NYC","SPACIOUS AND SERENE STUDIO APARTMENT ABOUT 400 Sq-ft  with a large closet and a newly renovated full bathroom. <br />The kitchen is shared with another guest from the adjacent studio. <br /><br />It is a 7 minutes walk from the 5 & 3 TRAINS. And 15 MINUTES WALK FROM THE A,E TRAINS (blue lane).<br />The neighborhood is very quit and 2 blocks away from NORDSTROM AVE with all kind of shops.<br />There is a W/D at the hallway of our floor that works with quarters. <br />The heating and cooling is brand new and very efficient.","Crown Heights"
"NYC","Unique opportunity to live in the heart of New York City! Location is everything and this historic property is 1 block away from the most iconic location in all of New York : Times Square!","Hell's Kitchen"
"NYC","Welcome to Your Cozy Cat Retreat!  <br />Stay in a stylish room in a shared 3-bedroom apartment with all the comforts: 2 shared bathrooms, kitchen, living room, dining area, washer, dryer, Wi-Fi, TV, and AC. Share the space with me, a friendly host, and another guest. Located in a vibrant neighborhood near transport and attractions, with some train noise reflecting NYC’s energy. Plus, two adorable cats, Zeus and Draco, will keep you company. Book now for a unique and charming stay!","Bushwick"
"NYC","Located in the West Chelsea neighborhood, the apartment is only steps to the highline entrance (half a block), Chelsea piers and Hudson River Park.<br />The apartment is in a luxury condo, with doorman, elevator, gym and amazing roof deck.","Chelsea"
"NYC","Experience it all at Moxy NYC East Village, where 286 Yabu Pushelberg-designed bedrooms are affordable, cozy, and stylish. Personalize your stay with open peg walls and multi-purpose furniture, allowing you to customize your room for working, dining, or relaxing. Each boutique room offers a unique, flexible space that reflects the vibrant energy of Lower Manhattan.","East Village"
"NYC","Cute apartment for a comfortable stay. 1 bedroom with full size sofa bed. TV and wifi access (no cable). Located in an apartment building in the Flatbush area of Brooklyn, NY. Must use stairs to climb to the 3rd floor.","Flatbush"
"NYC","Our homes are designed for people who are starting a new chapter of life in NYC. This private room in Woodside is ideal as your first accommodation for your job or studies.<br />The room offers a dedicated workspace with a desk and fast Wi-Fi. Clean bedding is ready for your arrival, and weekly cleaning is provided to keep the shared spaces clean and organized. The kitchen is equipped with full kitchenware to prepare your own meals.","Woodside"
"NYC","Amazing, chill room available in Brooklyn with an ensuite bathroom with shower and a balcony for cool people.","Bedford-Stuyvesant"
"NYC","Spacious, light-filled bedroom (+private, full bathroom), artsy decor in VERY spacious and comfortable Jackson Heights apt! Enjoy delicious cheap eats in this diverse neighborhood, and easy access to all major subway lines! Female/gay male preferred.","Jackson Heights"
"NYC","Each Guests will have 1 bedroom bathroom, kitchen, dinning, and living area. Our  home is clean, spacious, modern, with high ceiling, it is on the second floor. Walking distance to a lot, shopping, the L train to the city just half of a block, the bus to JFK Airport just half of a block. Close to Hospital , few minutes away from shopping mall, walk to supermarket etc. Nice neighbors and quiet neighborhood. Guests are also allowed to use entrance porch on first floor","East New York"
"NYC","Perfectly located apartment in Hell's Kitchen. Heart of manhattan, neighborhood known for the number and quality of its restaurants. 2 minutes walk to Times Square subway station (Lines 1, 2, 3, A, C, E, N, Q, R, W, 7) and 5 minutes walk to 42 St - Port Authority Bus Terminal Station, you won't find a better connected location.<br /><br />Rooms: 3 double rooms, equipped kitchen, living room (inflatable mattress) and two bathrooms.<br /><br />Elevator, WiFi, laundry machine, dryer, ironing machine, heating.","Hell's Kitchen"
"NYC","Peaceful, sunlit, spacious studio in a friendly and safe building. Plenty of storage space. Elevator and laundry in the building. <br /><br />Quiet street. Bus right outside. Train a few blocks away. Express stop one stop away. 45 minutes to midtown manhattan. One block from grocery store. One block to restaurants. Quiet pedestrian only avenue one block away.","Jackson Heights"
"NYC","Tucked inside a charming Victorian garden cottage, this private suite offers a rare balance of New York energy and true tranquility. It features a firm queen-size bed, soft natural light from two garden-facing windows, and thoughtful details designed for rest. Enjoy your own private bathroom with a walk-in shower and hotel-style comforts. With a separate garden entrance, you’ll have complete privacy and the freedom to come and go with ease an elevated retreat after a full day exploring the city.","Flatbush"
"NYC","Brand new luxury apartment. With a huge terrace with city views. Great location in downtown.","Lower East Side"
"NYC","Perfect for anyone coming to NYC for the Superbowl. Located on one of the most iconic streets in all of New York City.","Greenwich Village"
"NYC","Great 1br on Manhattan's Upper West Side. We are conveniently located within walking distance to the Central Park (5 min), Riverside park (3 min), restaurants, 110th street subway station (2min) and Columbia University campus (8min).","Upper West Side"
"NYC","It’s the large stylish studio with nice balcony. The studio is absolutely private with a private entrance. Private half bathroom and shared shower on the upstairs level of the apartment. This is where the stairs that you see on the pictures lead. There are two more airbnb rooms upstairs, they have their own entrance and kitchenette. Your the space is completely private, the door between floors locks with the key on your end. <br />You would have full equi","East Harlem"
"NYC","Nestled in one of the oldest and coolest neighborhoods. This Condo is surrounded by amazing food, coffee shops, art and nightlife mostly in walking distance. Being a frequent traveler myself, I like to open up my home to others who share that same love for discovery. Inside you will be surrounded by an inviting environment including a private rooftop space.<br />Venture a short car ride or transit stop for Ft Greene, Pier 5 and Williamsburg. Two other famous and beautiful tree-lined neighborhoods.","Bedford-Stuyvesant"
